1	69	0.7687855028147029
1	320	0.7638759327783317
1	329	0.6712279012745117
1	291	0.6642456559897917
1	22	0.6627938830510504
1	115	0.6605202668357448
1	21	0.6460116227295754
1	246	0.625970164021663
1	540	0.6146065548139557
1	826	0.6077192928383598
2	234	0.75
2	378	0.7177527793219413
2	296	0.717076814984259
2	193	0.716545223968113
2	606	0.7015699851956276
2	344	0.6948096905272731
2	651	0.6805555555555554
2	457	0.6786167815217478
2	910	0.6686840171451489
2	402	0.6320257287002883
3	445	0.5633727925903563
3	655	0.5397474010072206
3	676	0.49599235810253817
3	532	0.47553712321495534
3	149	0.4699083570632011
3	546	0.4649805054025511
3	429	0.4553038122873663
3	645	0.44167295593006384
3	595	0.4380102103101451
3	556	0.4317589794767512
4	724	0.4378947368421053
4	820	0.4284857057125711
4	626	0.4236075534914362
4	486	0.4031904016714685
4	770	0.38669902096139314
4	619	0.38281249999999994
4	919	0.37595324851691675
4	464	0.369754986443726
4	940	0.3657743261242571
4	85	0.36000000000000004
5	346	0.6898164161202043
5	638	0.6698502981751355
5	488	0.6642990189342132
5	850	0.6562104504889286
5	584	0.6393749999999999
5	268	0.6352926082626869
5	694	0.6309291761714246
5	776	0.6276905813889462
5	44	0.6132846549348298
5	653	0.6116831575242956
6	601	0.7745217392927042
6	267	0.7611038820806146
6	397	0.6838392901633749
6	381	0.6810199839962165
6	610	0.6718391036215553
6	92	0.657546505889437
6	874	0.6529757455801253
6	332	0.6461868123458604
6	213	0.6377755459868493
6	844	0.6327432580963497
7	263	0.7123051990024943
7	739	0.6426662075473613
7	430	0.6389840487947714
7	158	0.631578947368421
7	41	0.6196773353931867
7	852	0.6165087248470211
7	573	0.6162591020819699
7	224	0.6098506391477069
7	894	0.6038049419934348
7	624	0.5994878107280938
8	479	0.6775858700014363
8	488	0.6636357415009138
8	901	0.6479629285327939
8	721	0.6467007987215957
8	457	0.6122722857328659
8	474	0.5894136411442922
8	455	0.5613201423073347
8	197	0.5602142173383639
8	882	0.5600662839559639
8	397	0.5583478682844042
9	632	0.508607048523408
9	524	0.4735231123514824
9	648	0.4735231123514824
9	655	0.4235587248015106
9	298	0.41675346318186013
9	184	0.4164132562731404
9	709	0.4018694109253651
9	751	0.3993810315141836
9	796	0.3923339923311025
9	880	0.3727746470724639
10	933	0.6789353856697882
10	663	0.6616017406940389
10	741	0.6452943866992943
10	880	0.6411193171391065
10	121	0.6024450719567047
10	346	0.6003814413455343
10	152	0.579047619047619
10	548	0.5744585960462499
10	379	0.5680785990644349
10	297	0.5523368881992965
11	569	0.6808635629305851
11	466	0.6191577232305879
11	838	0.579642104767626
11	624	0.5490002735295952
11	23	0.5470199593627184
11	579	0.5391961253526844
11	244	0.5379735989993739
11	529	0.5372254441895091
11	931	0.5371802537898791
11	445	0.5297659778820228
12	95	0.6075148545719093
12	230	0.565685424949238
12	291	0.5104427076690391
12	862	0.5089761408992872
12	330	0.4932069798776169
12	593	0.4753698250712128
12	748	0.4687088419430821
12	639	0.4633937775838691
12	453	0.4588815789473685
12	405	0.4557218124803446
